trip_id,arrival_time,departure_time,stop_id,stop_sequence
20120110,06:00:00,06:00:20,0212GRD,1
20120110,06:01:57,06:02:17,0201KRK,2
20120110,06:05:40,06:06:00,0201PNG,3
20120110,06:07:30,06:07:50,0211MBS,4
20120110,06:08:39,06:08:59,0210ACO,5
20120110,06:10:26,06:10:46,0201KFS,6
20120110,06:12:58,06:13:18,0211SHP,7
20120110,06:13:57,06:14:17,0201ROC,8
20120110,06:15:00,06:15:20,0200OTO,9
20120110,06:16:24,06:16:44,0201WJY,10
20120110,06:17:10,06:17:30,0210IJI,11
20120110,06:17:55,06:18:15,0201RDS,12
20120110,06:19:16,06:19:36,0201NTR,13
20120110,06:20:39,06:20:59,0201RND,14
20120110,06:21:47,06:22:07,0201GTO,15
20120110,06:23:00,06:23:20,0201KWH,16
20120110,06:24:05,06:24:25,0210FBO,17
20120110,06:24:58,06:25:18,0201EVR,18
20120110,06:26:26,06:26:46,0210RNA,19
20120110,06:27:13,06:27:33,0201KSS,20
20120110,06:28:15,06:28:35,0210MQT,21
20120110,06:29:11,06:29:31,0211TND,22
20120110,06:30:48,06:31:08,0200MSH,23
20120110,06:31:56,06:32:16,0210RBA,24
20120110,06:33:04,06:33:24,0210HFI,25
20120110,06:34:31,06:34:51,0200RTI,26
20120110,06:35:22,06:35:42,0201KS2,27
20120110,06:36:47,06:37:07,0200KJN,28
20120110,06:38:18,06:38:38,0211KDO,29
20120110,06:39:51,06:40:11,0200TKL,30
20120110,06:40:39,06:40:59,0210KAD,31
20120110,06:41:36,06:41:56,0210KLI,32
20120110,06:43:04,06:43:24,0210TIB,33
20120110,06:44:09,06:44:29,0210KPO,34
20120110,06:45:34,06:45:54,0200DAU,35
20120110,06:46:29,06:46:49,0200TSB,36
20120110,06:47:20,06:47:40,0210LH',37
20120110,06:49:16,06:49:36,0200NHL,38
20120110,06:50:37,06:50:57,0200BER,39
20120110,06:51:48,06:52:08,0211DBR,40
20120110,06:53:05,06:53:25,0210NIG,41
20120110,06:55:03,06:55:23,0201DBR,42
20120110,06:57:28,06:57:48,0210HER,43
20120110,06:59:21,06:59:41,0211TGA,44
20120110,07:00:18,07:00:38,0210EOV,45
20120110,07:02:12,07:02:32,0200GNA,46
20120110,07:03:05,07:03:25,0201POS,47
20120110,07:03:53,07:04:13,0201AIP,48
20120110,07:05:08,07:05:28,0200EEE,49
20120110,07:06:36,07:06:56,0210ANR,50
20120110,07:08:52,07:09:12,0210ARI,51
20120110,07:11:03,07:11:23,0200SAN,52
20120110,07:12:01,07:12:21,0210UIK,53
20120110,07:13:03,07:13:23,0201IKN,54
20120110,07:16:02,07:16:22,0210HHE,55
20120110,07:17:26,07:17:46,0201GTJ,56
20120110,07:19:01,07:19:21,0210OOI,57
20120110,07:21:25,07:21:45,0201JAM,58
20120110,07:23:10,07:23:30,0201KGM,59
20120110,07:26:01,07:26:21,0201MNO,60
20120110,07:26:53,07:27:13,0201BHC,61
20120110,07:28:20,07:28:40,0210CRI,62
20120110,07:29:13,07:29:33,0210OUS,63
20120110,07:30:05,07:30:25,0213GGD,64
20120111,06:00:00,06:00:20,0213GGD,1
20120111,06:01:11,06:01:31,0211AEP,2
20120111,06:02:40,06:03:00,0201BHC,3
20120111,06:03:27,06:03:47,0200MNO,4
20120111,06:06:22,06:06:42,0201KGM,5
20120111,06:08:07,06:08:27,0201JAM,6
20120111,06:10:30,06:10:50,0211RIT,7
20120111,06:12:06,06:12:26,0201GTJ,8
20120111,06:13:46,06:14:06,0211PCA,9
20120111,06:15:37,06:15:57,0211IBR,10
20120111,06:17:22,06:17:42,0200JIN,11
20120111,06:18:26,06:18:46,0211YTA,12
20120111,06:20:35,06:20:55,0211IRA,13
20120111,06:23:18,06:23:38,0211NRD,14
20120111,06:25:24,06:25:44,0200GPS,15
20120111,06:27:19,06:27:39,0211'AN,16
20120111,06:28:20,06:28:40,0210TGA,17
20120111,06:29:26,06:29:46,0211G'F,18
20120111,06:30:51,06:31:11,0211HNE,19
20120111,06:33:18,06:33:38,0200DBR,20
20120111,06:35:07,06:35:27,0211ODO,21
20120111,06:36:41,06:37:01,0210DBR,22
20120111,06:37:47,06:38:07,0211MEV,23
20120111,06:40:26,06:40:46,0211AEC,24
20120111,06:42:50,06:43:10,0210KPO,25
20120111,06:43:55,06:44:15,0211MUU,26
20120111,06:45:23,06:45:43,0211KIU,27
20120111,06:46:20,06:46:40,0210KAD,28
20120111,06:47:06,06:47:26,0211BLA,29
20120111,06:48:43,06:49:03,0210KDO,30
20120111,06:50:13,06:50:33,0200KJN,31
20120111,06:51:39,06:51:59,0200KS2,32
20120111,06:52:28,06:52:48,0211TIR,33
20120111,06:53:55,06:54:15,0200STR,34
20120111,06:55:07,06:55:27,0201BRA,35
20120111,06:56:12,06:56:32,0200MSH,36
20120111,06:57:44,06:58:04,0200TND,37
20120111,06:58:48,06:59:08,0211AIC,38
20120111,07:00:05,07:00:25,0200BWD,39
20120111,07:01:26,07:01:46,0211RNE,40
20120111,07:02:25,07:02:45,0200BLN,41
20120111,07:03:30,07:03:50,0200KWH,42
20120111,07:04:43,07:05:03,0200GTO,43
20120111,07:05:49,07:06:09,0200RND,44
20120111,07:07:16,07:07:36,0210NTR,45
20120111,07:08:32,07:08:52,0200RDS,46
20120111,07:09:15,07:09:35,0211NIJ,47
20120111,07:10:09,07:10:29,0200WJY,48
20120111,07:11:31,07:11:51,0211TOR,49
20120111,07:12:31,07:12:51,0200ROC,50
20120111,07:13:34,07:13:54,0200SHK,51
20120111,07:16:03,07:16:23,0210CID,52
20120111,07:18:27,07:18:47,0210MGC,53
20120111,07:20:22,07:20:42,0211IGB,54
20120111,07:22:18,07:22:38,0211GNK,55
20120111,07:23:01,07:23:21,0210SMB,56
20120111,07:25:12,07:25:32,0201TIU,57
20120111,07:27:16,07:27:36,0212GRD,58
20121110,06:00:00,06:00:20,0213DRD,1
20121110,06:01:11,06:01:31,0200BER,2
20121110,06:03:58,06:04:18,0210LH',3
20121110,06:06:09,06:06:29,0210KPO,4
20121110,06:07:35,06:07:55,0210NIM,5
20121110,06:10:06,06:10:26,0210KDO,6
20121110,06:11:36,06:11:56,0200KJN,7
20121110,06:13:02,06:13:22,0200KS2,8
20121110,06:13:52,06:14:12,0200RTI,9
20121110,06:15:18,06:15:38,0200STR,10
20121110,06:16:38,06:16:58,0210RBU,11
20121110,06:17:35,06:17:55,0200MSH,12
20121110,06:19:07,06:19:27,0200TND,13
20121110,06:20:33,06:20:53,0200DMD,14
20121110,06:21:29,06:21:49,0200BWD,15
20121110,06:23:05,06:23:25,0210ERV,16
20121110,06:23:49,06:24:09,0200BLN,17
20121110,06:24:54,06:25:14,0200KWH,18
20121110,06:26:07,06:26:27,0200GTO,19
20121110,06:27:13,06:27:33,0200RND,20
20121110,06:28:40,06:29:00,0210NTR,21
20121110,06:29:56,06:30:16,0200RDS,22
20121110,06:31:03,06:31:23,0200WJY,23
20121110,06:32:54,06:33:14,0200ROC,24
20121110,06:33:57,06:34:17,0200SHK,25
20121110,06:36:26,06:36:46,0210CID,26
20121110,06:38:35,06:38:55,0200MTE,27
20121110,06:39:19,06:39:39,0210MGC,28
20121110,06:41:10,06:41:30,0210PNG,29
20121110,06:44:56,06:45:16,0310IKK,30
20121110,06:46:53,06:47:13,0212GRD,31
20121111,06:00:00,06:00:20,0212GRD,1
20121111,06:01:57,06:02:17,0201KRK,2
20121111,06:05:40,06:06:00,0201PNG,3
20121111,06:07:30,06:07:50,0211MBS,4
20121111,06:09:56,06:10:16,0201KFS,5
20121111,06:12:28,06:12:48,0211SHP,6
20121111,06:13:27,06:13:47,0201ROC,7
20121111,06:15:24,06:15:44,0201WJY,8
20121111,06:16:25,06:16:45,0201RDS,9
20121111,06:17:42,06:18:02,0211ALN,10
20121111,06:19:08,06:19:28,0201RND,11
20121111,06:20:16,06:20:36,0201GTO,12
20121111,06:21:29,06:21:49,0201KWH,13
20121111,06:22:57,06:23:17,0201EVR,14
20121111,06:24:25,06:24:45,0201KSR,15
20121111,06:25:11,06:25:31,0201KSS,16
20121111,06:26:40,06:27:00,0211TND,17
20121111,06:28:16,06:28:36,0201MSH,18
20121111,06:29:22,06:29:42,0201BRA,19
20121111,06:30:32,06:30:52,0211VIN,20
20121111,06:32:01,06:32:21,0211TIR,21
20121111,06:32:50,06:33:10,0201KS2,22
20121111,06:34:14,06:34:34,0201KJN,23
20121111,06:35:45,06:36:05,0211KDO,24
20121111,06:38:43,06:39:03,0211KPO,25
20121111,06:41:34,06:41:54,0211AEC,26
20121111,06:44:13,06:44:33,0211MEV,27
20121111,06:45:18,06:45:38,0213DRD,28
20145110,06:00:00,06:00:20,0213MRY,1
20145110,06:01:16,06:01:36,0210FLY,2
20145110,06:03:49,06:04:09,0210OUU,3
20145110,06:05:27,06:05:47,0210APB,4
20145110,06:08:00,06:08:20,0210CLM,5
20145110,06:08:48,06:09:08,0210CLY,6
20145110,06:11:43,06:12:03,0200KUF,7
20145110,06:14:48,06:15:08,0210AWR,8
20145110,06:16:48,06:17:08,0210HWD,9
20145110,06:17:36,06:17:56,0210HWA,10
20145110,06:20:05,06:20:25,0210HUT,11
20145110,06:23:03,06:23:23,0210ARH,12
20145110,06:26:28,06:26:48,0210SAO,13
20145110,06:27:56,06:28:16,0210/US,14
20145110,06:28:37,06:28:57,0210STD,15
20145110,06:30:32,06:30:52,0210ASR,16
20145110,06:32:43,06:33:03,0210DLO,17
20145110,06:34:22,06:34:42,0210TAE,18
20145110,06:37:30,06:37:50,0210LOA,19
20145110,06:38:57,06:39:17,0210NID,20
20145110,06:40:35,06:40:55,0210CKA,21
20145110,06:41:58,06:42:18,0210AUI,22
20145110,06:45:07,06:45:27,0210MTG,23
20145110,06:46:56,06:47:16,0210PNG,24
20145110,06:49:04,06:49:24,0200GNK,25
20145110,06:50:26,06:50:46,0210ISD,26
20145110,06:51:55,06:52:15,0210NGR,27
20145110,06:53:45,06:54:05,0310JAK,28
20145110,06:55:43,06:56:03,0211SRK,29
20145111,06:00:00,06:00:20,0211SRK,1
20145111,06:00:46,06:01:06,0201UOA,2
20145111,06:03:21,06:03:41,0211NGR,3
20145111,06:04:50,06:05:10,0201DIA,4
20145111,06:07:52,06:08:12,0211IAU,5
20145111,06:09:47,06:10:07,0211MTG,6
20145111,06:12:43,06:13:03,0211NYS,7
20145111,06:14:24,06:14:44,0211KCA,8
20145111,06:15:38,06:15:58,0211IEV,9
20145111,06:17:43,06:18:03,0211ASP,10
20145111,06:20:44,06:21:04,0201HML,11
20145111,06:22:07,06:22:27,0211CYE,12
20145111,06:24:30,06:24:50,0211ARS,13
20145111,06:26:36,06:26:56,0211MRT,14
20145111,06:27:31,06:27:51,0201RSB,15
20145111,06:28:29,06:28:49,0211OOD,16
20145111,06:32:04,06:32:24,0211SHR,17
20145111,06:34:58,06:35:18,0211GIT,18
20145111,06:37:15,06:37:35,0211AWA,19
20145111,06:39:45,06:40:05,0211KRE,20
20145111,06:42:20,06:42:40,0213MKU,21
20145111,06:45:44,06:46:04,0211CKS,22
20145111,06:48:39,06:48:59,0211BYP,23
20145111,06:49:56,06:50:16,0211UUN,24
20145111,06:52:44,06:53:04,0201DUA,25
20145111,06:53:46,06:54:06,0213MRY,26
2017B110,06:00:00,06:00:20,0213STG,1
2017B110,06:00:55,06:01:15,0210SMW,2
2017B110,06:01:58,06:02:18,0210IRI,3
2017B110,06:02:50,06:03:10,0200GRG,4
2017B110,06:03:39,06:03:59,0200IMI,5
2017B110,06:04:35,06:04:55,0210SUN,6
2017B110,06:05:48,06:06:08,0200HUN,7
2017B110,06:06:46,06:07:06,0200FRS,8
2017B110,06:07:33,06:07:53,0200NFR,9
2017B110,06:08:48,06:09:08,0200MAT,10
2017B110,06:10:04,06:10:24,0200CRN,11
2017B110,06:10:52,06:11:12,0200AAK,12
2017B110,06:12:05,06:12:25,0210SRA,13
2017B110,06:12:51,06:13:11,0210PPS,14
2017B110,06:13:36,06:13:56,0200TDS,15
2017B110,06:14:38,06:14:58,0200UET,16
2017B110,06:15:32,06:15:52,0200NES,17
2017B110,06:16:08,06:16:28,0200BUL,18
2017B110,06:17:02,06:17:22,0210NAS,19
2017B110,06:17:58,06:18:18,0200RGC,20
2017B110,06:18:59,06:19:19,0210RMT,21
2017B110,06:19:53,06:20:13,0200STD,22
2017B110,06:21:38,06:21:58,0210PAS,23
2017B110,06:23:43,06:24:03,0200HML,24
2017B110,06:25:34,06:25:54,0210RAT,25
2017B110,06:28:44,06:29:04,0210ALS,26
2017B110,06:30:09,06:30:29,0210DRV,27
2017B110,06:31:51,06:32:11,0210KCA,28
2017B110,06:33:19,06:33:39,0210SUR,29
2017B110,06:36:20,06:36:40,0210MTG,30
2017B110,06:38:09,06:38:29,0210PNG,31
2017B110,06:41:55,06:42:15,0310IKK,32
2017B110,06:43:46,06:44:06,0210UWT,33
2017B110,06:44:42,06:45:02,0212BST,34
2017B111,06:00:00,06:00:20,0212BST,1
2017B111,06:00:43,06:01:03,0212GRD,2
2017B111,06:02:40,06:03:00,0201KRK,3
2017B111,06:06:27,06:06:47,0211IAU,4
2017B111,06:08:22,06:08:42,0211MTG,5
2017B111,06:11:18,06:11:38,0211NYS,6
2017B111,06:12:59,06:13:19,0211KCA,7
2017B111,06:14:28,06:14:48,0211DRV,8
2017B111,06:16:14,06:16:34,0211ALS,9
2017B111,06:19:19,06:19:39,0201HML,10
2017B111,06:20:41,06:21:01,0201TEH,11
2017B111,06:23:09,06:23:29,0211SAA,12
2017B111,06:25:09,06:25:29,0211RMT,13
2017B111,06:26:17,06:26:37,0201RGC,14
2017B111,06:26:49,06:27:09,0201PPS,15
2017B111,06:27:37,06:27:57,0201NAS,16
2017B111,06:28:39,06:28:59,0201MET,17
2017B111,06:29:35,06:29:55,0201GRD,18
2017B111,06:30:18,06:30:38,0201DNK,19
2017B111,06:31:12,06:31:32,0201SSN,20
2017B111,06:31:54,06:32:14,0201WOA,21
2017B111,06:33:41,06:34:01,0211STM,22
2017B111,06:34:56,06:35:16,0201MRT,23
2017B111,06:36:13,06:36:33,0211NOR,24
2017B111,06:37:00,06:37:20,0211ANS,25
2017B111,06:37:57,06:38:17,0211HNT,26
2017B111,06:38:54,06:39:14,0201SUN,27
2017B111,06:40:06,06:40:26,0201TIN,28
2017B111,06:40:58,06:41:18,0201GRG,29
2017B111,06:41:51,06:42:11,0201MJM,30
2017B111,06:42:57,06:43:17,0201MLM,31
2017B111,06:43:47,06:44:07,0213STG,32
2017B120,06:00:00,06:00:20,0213STG,1
2017B120,06:00:55,06:01:15,0210SMW,2
2017B120,06:01:58,06:02:18,0210ZMM,3
2017B120,06:02:50,06:03:10,0200GRG,4
2017B120,06:03:39,06:03:59,0200IMI,5
2017B120,06:04:35,06:04:55,0210SUN,6
2017B120,06:05:23,06:05:43,0200WKU,7
2017B120,06:06:18,06:06:38,0200HUN,8
2017B120,06:07:16,06:07:36,0200FRS,9
2017B120,06:08:03,06:08:23,0210FNO,10
2017B120,06:09:18,06:09:38,0200MAT,11
2017B120,06:10:34,06:10:54,0200CRN,12
2017B120,06:12:23,06:12:43,0210WOK,13
2017B120,06:13:06,06:13:26,0210EOS,14
2017B120,06:14:08,06:14:28,0210TYE,15
2017B120,06:15:04,06:15:24,0200NES,16
2017B120,06:16:05,06:16:25,0210VNA,17
2017B120,06:17:00,06:17:20,0200EII,18
2017B120,06:17:50,06:18:10,0212RSY,19
2017B121,06:00:00,06:00:20,0212RSY,1
2017B121,06:00:51,06:01:11,0201RGC,2
2017B121,06:01:47,06:02:07,0211NAS,3
2017B121,06:02:44,06:03:04,0201MET,4
2017B121,06:03:40,06:04:00,0201GRD,5
2017B121,06:04:23,06:04:43,0201DNK,6
2017B121,06:05:14,06:05:34,0211SSN,7
2017B121,06:05:59,06:06:19,0201WOA,8
2017B121,06:07:46,06:08:06,0211STM,9
2017B121,06:09:01,06:09:21,0201MRT,10
2017B121,06:10:33,06:10:53,0211NNO,11
2017B121,06:11:32,06:11:52,0211HNT,12
2017B121,06:12:29,06:12:49,0201SUN,13
2017B121,06:13:14,06:13:34,0201KMT,14
2017B121,06:14:33,06:14:53,0201GRG,15
2017B121,06:15:26,06:15:46,0201MJM,16
2017B121,06:16:32,06:16:52,0201MLM,17
2017B121,06:17:22,06:17:42,0213STG,18
20237110,06:00:00,06:00:20,0213TKD,1
20237110,06:01:50,06:02:10,0200SKU,2
20237110,06:04:46,06:05:06,0210OON,3
20237110,06:07:53,06:08:13,0210NAK,4
20237110,06:10:49,06:11:09,0210WTH,5
20237110,06:13:04,06:13:24,0210MNG,6
20237110,06:14:57,06:15:17,0210DGU,7
20237110,06:19:24,06:19:44,0210HIP,8
20237110,06:21:03,06:21:23,0210SEW,9
20237110,06:23:56,06:24:16,0210JKT,10
20237110,06:26:54,06:27:14,0210AMJ,11
20237110,06:28:25,06:28:45,0200KAW,12
20237110,06:30:00,06:30:20,0210DOE,13
20237110,06:33:18,06:33:38,0210DIE,14
20237110,06:35:20,06:35:40,0210OLT,15
20237110,06:37:28,06:37:48,0210KBO,16
20237110,06:40:34,06:40:54,0200KAI,17
20237110,06:42:43,06:43:03,0210FLY,18
20237110,06:45:13,06:45:33,0210UKO,19
20237110,06:46:51,06:47:11,0210YPS,20
20237110,06:49:27,06:49:47,0210CLM,21
20237110,06:50:15,06:50:35,0210CLY,22
20237110,06:53:10,06:53:30,0200KUF,23
20237110,06:54:01,06:54:21,0210KU.,24
20237110,06:56:28,06:56:48,0200RAW,25
20237110,06:58:43,06:59:03,0210HWK,26
20237110,06:59:33,06:59:53,0210WDH,27
20237110,07:02:00,07:02:20,0200URA,28
20237110,07:02:39,07:02:59,0210GIT,29
20237110,07:05:25,07:05:45,0210CRH,30
20237110,07:08:52,07:09:12,0210RSB,31
20237110,07:10:18,07:10:38,0210TMR,32
20237110,07:11:07,07:11:27,0200STD,33
20237110,07:12:52,07:13:12,0210FAR,34
20237110,07:15:08,07:15:28,0210IEL,35
20237110,07:16:34,07:16:54,0210SAR,36
20237110,07:19:58,07:20:18,0210ALS,37
20237110,07:21:23,07:21:43,0210DRV,38
20237110,07:23:05,07:23:25,0210KCA,39
20237110,07:24:33,07:24:53,0210SUR,40
20237110,07:27:34,07:27:54,0210MTG,41
20237110,07:29:23,07:29:43,0210PNG,42
20237110,07:31:31,07:31:51,0200GNK,43
20237110,07:33:53,07:34:13,0210NGR,44
20237110,07:34:40,07:35:00,0210FIG,45
20237110,07:36:16,07:36:36,0310JAK,46
20237110,07:37:57,07:38:17,0212TKT,47
20237111,06:00:00,06:00:20,0212TKT,1
20237111,06:02:34,06:02:54,0211NGR,2
20237111,06:03:59,06:04:19,0201IES,3
20237111,06:05:36,06:05:56,0211NUK,4
20237111,06:07:34,06:07:54,0211ANN,5
20237111,06:09:31,06:09:51,0211MTG,6
20237111,06:12:27,06:12:47,0211NYS,7
20237111,06:14:08,06:14:28,0211KCA,8
20237111,06:15:37,06:15:57,0211DRV,9
20237111,06:17:16,06:17:36,0201ALS,10
20237111,06:20:28,06:20:48,0201HML,11
20237111,06:21:55,06:22:15,0211NIC,12
20237111,06:24:14,06:24:34,0211KIP,13
20237111,06:26:18,06:26:38,0201MTR,14
20237111,06:27:13,06:27:33,0201RSB,15
20237111,06:28:03,06:28:23,0211OOU,16
20237111,06:31:24,06:31:44,0211WSR,17
20237111,06:34:28,06:34:48,0211IGH,18
20237111,06:37:05,06:37:25,0211AAW,19
20237111,06:39:27,06:39:47,0211WAK,20
20237111,06:42:02,06:42:22,0213MKU,21
20237111,06:45:31,06:45:51,0211SOW,22
20237111,06:48:21,06:48:41,0211BYP,23
20237111,06:49:40,06:50:00,0201KIH,24
20237111,06:52:24,06:52:44,0211FLY,25
20237111,06:54:44,06:55:04,0201KAI,26
20237111,06:57:40,06:58:00,0201KBO,27
20237111,06:59:49,07:00:09,0211OTL,28
20237111,07:01:21,07:01:41,0201DWE,29
20237111,07:05:17,07:05:37,0211KRD,30
20237111,07:06:32,07:06:52,0201ARI,31
20237111,07:07:57,07:08:17,0211AAJ,32
20237111,07:11:02,07:11:22,0211JUJ,33
20237111,07:12:02,07:12:22,0211JKT,34
20237111,07:14:31,07:14:51,0211SEW,35
20237111,07:16:09,07:16:29,0211HIP,36
20237111,07:20:13,07:20:33,0211UNR,37
20237111,07:22:32,07:22:52,0211MNG,38
20237111,07:24:36,07:24:56,0211WTH,39
20237111,07:30:21,07:30:41,0211MOO,40
20237111,07:32:02,07:32:22,0211OIN,41
20237111,07:34:50,07:35:10,0201JNT,42
20237111,07:35:44,07:36:04,0201TKS,43
20237111,07:37:47,07:38:07,0213TKD,44
2025A110,06:00:00,06:00:20,0213LUD,1
2025A110,06:00:43,06:01:03,0210ABI,2
2025A110,06:01:21,06:01:41,0200TFC,3
2025A110,06:02:03,06:02:23,0200MOS,4
2025A110,06:02:44,06:03:04,0200DEC,5
2025A110,06:03:26,06:03:46,0200EMF,6
2025A110,06:04:27,06:04:47,0200KEP,7
2025A110,06:05:42,06:06:02,0210OUN,8
2025A110,06:06:53,06:07:13,0210BBD,9
2025A110,06:07:52,06:08:12,0200BBC,10
2025A110,06:08:53,06:09:13,0200KEN,11
2025A110,06:10:14,06:10:34,0200RIE,12
2025A110,06:11:10,06:11:30,0210SKA,13
2025A110,06:12:16,06:12:36,0210WPE,14
2025A110,06:13:31,06:13:51,0210ARG,15
2025A110,06:14:05,06:14:25,0210RV2,16
2025A110,06:15:24,06:15:44,0200BDJ,17
2025A110,06:16:10,06:16:30,0210VIS,18
2025A110,06:17:04,06:17:24,0210EXL,19
2025A110,06:18:25,06:18:45,0210LSL,20
2025A110,06:19:57,06:20:17,0210DRV,21
2025A110,06:21:39,06:21:59,0210KCA,22
2025A110,06:23:03,06:23:23,0210ITI,23
2025A110,06:26:06,06:26:26,0210MTG,24
2025A110,06:27:55,06:28:15,0210PNG,25
2025A110,06:30:03,06:30:23,0200GNK,26
2025A110,06:31:42,06:32:02,0200KEI,27
2025A110,06:32:55,06:33:15,0210NGR,28
2025A110,06:34:49,06:35:09,0102KHJ,29
2025A110,06:35:47,06:36:07,0212KUS,30
2025A111,06:00:00,06:00:20,0212KUS,1
2025A111,06:02:08,06:02:28,0211NGR,2
2025A111,06:03:42,06:04:02,0211PIO,3
2025A111,06:04:48,06:05:08,0211KEI,4
2025A111,06:07:07,06:07:27,0211NGI,5
2025A111,06:09:04,06:09:24,0211MTG,6
2025A111,06:12:00,06:12:20,0211NYS,7
2025A111,06:13:41,06:14:01,0211KCA,8
2025A111,06:15:03,06:15:23,0211EIN,9
2025A111,06:16:52,06:17:12,0201ALP,10
2025A111,06:18:10,06:18:30,0211XLE,11
2025A111,06:18:52,06:19:12,0211VSI,12
2025A111,06:19:28,06:19:48,0201ECH,13
2025A111,06:20:13,06:20:33,0201CON,14
2025A111,06:20:51,06:21:11,0211NDA,15
2025A111,06:22:40,06:23:00,0211RIA,16
2025A111,06:23:46,06:24:06,0211PSE,17
2025A111,06:24:27,06:24:47,0211ACD,18
2025A111,06:25:14,06:25:34,0211SHM,19
2025A111,06:25:59,06:26:19,0211INT,20
2025A111,06:27:10,06:27:30,0201GTC,21
2025A111,06:27:53,06:28:13,0211SMC,22
2025A111,06:28:57,06:29:17,0201KEP,23
2025A111,06:29:58,06:30:18,0201KEE,24
2025A111,06:30:33,06:30:53,0201BPC,25
2025A111,06:31:11,06:31:31,0201TJA,26
2025A111,06:31:52,06:32:12,0201MOS,27
2025A111,06:32:28,06:32:48,0201AIS,28
2025A111,06:33:05,06:33:25,0201HSM,29
2025A111,06:33:54,06:34:14,0213LUD,30
2100A110,06:00:00,06:00:20,0213KHO,1
2100A110,06:01:42,06:02:02,0210KDO,2
2100A110,06:03:09,06:03:29,0210TIG,3
2100A110,06:04:37,06:04:57,0200KS2,4
2100A110,06:06:24,06:06:44,0200STR,5
2100A110,06:07:44,06:08:04,0210RBU,6
2100A110,06:08:41,06:09:01,0200MSH,7
2100A110,06:10:13,06:10:33,0200TND,8
2100A110,06:11:15,06:11:35,0210MQT,9
2100A110,06:12:08,06:12:28,0200DMD,10
2100A110,06:12:43,06:13:03,0210RSI,11
2100A110,06:13:33,06:13:53,0200BWD,12
2100A110,06:15:09,06:15:29,0210ERV,13
2100A110,06:15:53,06:16:13,0200BLN,14
2100A110,06:16:58,06:17:18,0210PSK,15
2100A110,06:18:11,06:18:31,0200GTO,16
2100A110,06:19:17,06:19:37,0200RND,17
2100A110,06:20:44,06:21:04,0210NTR,18
2100A110,06:22:00,06:22:20,0200RDS,19
2100A110,06:22:47,06:23:07,0210IJI,20
2100A110,06:23:37,06:23:57,0200WJY,21
2100A110,06:24:58,06:25:18,0200OTO,22
2100A110,06:25:58,06:26:18,0200ROC,23
2100A110,06:27:01,06:27:21,0200SHK,24
2100A110,06:29:30,06:29:50,0210CID,25
2100A110,06:31:54,06:32:14,0210MGC,26
2100A110,06:33:47,06:34:07,0210GPN,27
2100A110,06:35:51,06:36:11,0210KJA,28
2100A110,06:37:32,06:37:52,0210LUI,29
2100A110,06:38:37,06:38:57,0300EQT,30
2100A111,06:00:00,06:00:20,0300EQT,1
2100A111,06:02:25,06:02:45,0211AGA,2
2100A111,06:04:19,06:04:39,0211ANP,3
2100A111,06:06:08,06:06:28,0211MBS,4
2100A111,06:08:36,06:08:56,0211CID,5
2100A111,06:11:06,06:11:26,0211SHP,6
2100A111,06:12:05,06:12:25,0201ROC,7
2100A111,06:13:08,06:13:28,0211TOR,8
2100A111,06:14:33,06:14:53,0201WJY,9
2100A111,06:15:24,06:15:44,0211NIJ,10
2100A111,06:16:05,06:16:25,0201RDS,11
2100A111,06:17:22,06:17:42,0211ALN,12
2100A111,06:18:48,06:19:08,0201RND,13
2100A111,06:19:56,06:20:16,0201GTO,14
2100A111,06:21:05,06:21:25,0211B/W,15
2100A111,06:22:37,06:22:57,0201EVR,16
2100A111,06:24:05,06:24:25,0201KSR,17
2100A111,06:24:51,06:25:11,0201KSS,18
2100A111,06:25:51,06:26:11,0211AIC,19
2100A111,06:26:49,06:27:09,0211TND,20
2100A111,06:28:25,06:28:45,0201MSH,21
2100A111,06:29:31,06:29:51,0201BRA,22
2100A111,06:30:41,06:31:01,0211VIN,23
2100A111,06:32:10,06:32:30,0211TIR,24
2100A111,06:32:59,06:33:19,0201KS2,25
2100A111,06:34:25,06:34:45,0211IIU,26
2100A111,06:35:56,06:36:16,0211UNN,27
2100A111,06:37:00,06:37:20,0211LMU,28
2100A111,06:37:53,06:38:13,0201KCB,29
2100A111,06:38:50,06:39:10,0211RMU,30
2100A111,06:40:01,06:40:21,0211INS,31
22030110,06:00:00,06:00:20,0213RNS,1
22030110,06:01:20,06:01:40,0200EUT,2
22030110,06:02:05,06:02:25,0200SHP,3
22030110,06:02:52,06:03:12,0200KBM,4
22030110,06:03:46,06:04:06,0210AEC,5
22030110,06:05:02,06:05:22,0210AIE,6
22030110,06:06:21,06:06:41,0200BDJ,7
22030110,06:07:14,06:07:34,0210ASV,8
22030110,06:08:02,06:08:22,0210CIJ,9
22030110,06:09:20,06:09:40,0212APT,10
22030111,06:00:00,06:00:20,0212APT,1
22030111,06:01:39,06:01:59,0201DAW,2
22030111,06:02:23,06:02:43,0211AGC,3
22030111,06:03:50,06:04:10,0211DEV,4
22030111,06:05:02,06:05:22,0211KNI,5
22030111,06:05:56,06:06:16,0201KBM,6
22030111,06:06:41,06:07:01,0201SHP,7
22030111,06:08:19,06:08:39,0213RNS,8
22930110,06:00:00,06:00:20,0213MAT,1
22930110,06:02:11,06:02:31,0210KCA,2
22930110,06:03:39,06:03:59,0210SUR,3
22930110,06:06:40,06:07:00,0210MTG,4
22930110,06:10:06,06:10:26,0200ELH,5
